Status,Station Name,Observation Date,Latitude,Longitude,Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site
,Woodduck Swamp,2023-03-27,34.048972,-81.162066,08:50 pm,08:53 pm,18.6,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Green Treefrog,1 - Individuals can be counted; there is space between calls,"Caught Green Treefrog on road that leads to monitoring sites, several Southern toads on road, too.",Columbia,Lexington,South Carolina,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,"Woodland Swamp hidden from park guest, dominated by willows, and oaks","Park in large parking lot by Tennis Center, walk to woodline by gate house. There is a gate attendant but show frogwatch card, monitoring access possible. Call Saluda Shoals Park Rangers with questions 803-479-986"
,Woodduck Swamp,2023-03-27,34.048972,-81.162066,08:50 pm,08:53 pm,18.6,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Southern Toad,1 - Individuals can be counted; there is space between calls,"Caught Green Treefrog on road that leads to monitoring sites, several Southern toads on road, too.",Columbia,Lexington,South Carolina,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,"Woodland Swamp hidden from park guest, dominated by willows, and oaks","Park in large parking lot by Tennis Center, walk to woodline by gate house. There is a gate attendant but show frogwatch card, monitoring access possible. Call Saluda Shoals Park Rangers with questions 803-479-986"
,Gas line - lower boat launch,2023-03-27,34.04521,-81.16332,08:32 pm,08:35 pm,18.6,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Columbia,Lexington,South Carolina,Suburban,Wet Meadow,Artifically Altered,Temporary Every Year,Precipitation or Runoff,"Wet meadow along gas line tract, skirted by forested areas, close to the river. Part of Saluda Shoals park that stretches along the Saluda River. ","From West entrance follow main road to East entrance. At the end of this road, where the paved road takes a turn to the left, turn right onto gravel road to boat launch. You will cross the gas line location."
,Gas line - lower boat launch,2023-03-27,34.04521,-81.16332,08:32 pm,08:35 pm,18.6,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Cope's Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Columbia,Lexington,South Carolina,Suburban,Wet Meadow,Artifically Altered,Temporary Every Year,Precipitation or Runoff,"Wet meadow along gas line tract, skirted by forested areas, close to the river. Part of Saluda Shoals park that stretches along the Saluda River. ","From West entrance follow main road to East entrance. At the end of this road, where the paved road takes a turn to the left, turn right onto gravel road to boat launch. You will cross the gas line location."
,Rock Creek Trail/Jones Mill Rd Pond,2023-03-27,39.004845,-77.062139,08:41 pm,08:44 pm,11.67,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","American toad heard before 3 minute observation period (level 1, no overlapping). Also present: Janet DeWorkin and granddaughter Marlie, Sheila Flick, Denis Perez, Enrique Prunes, Kristina Crona",Chevy Chase,Montgomery,Maryland,Suburban,Pond,Natural,Not Known,Stream or River,,"Follow Rock Creek Trail short distance south from intersection of Woodhollow Dr and Jones Mill Rd, Chevy Chase, MD"
,Woodend Sanctuary Pond,2023-03-27,39.002,-77.066,08:10 pm,08:13 pm,11.67,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,"Calls heard in direction from step pools downstream from pond (pools 17 or 18 through 25?). Owl in tree above pond. Also present: Janet DeWorkin and granddaughter Marlie, Sheila Flick, Denis Perez, Enrique Prunes, Kristina Crona.",Chevy Chase,Montgomery,Maryland,Suburban,Pond,Artifically Altered,Permanent,Stream or River,,"Woodend Sanctuary is located at 8940 Jones Mill Road, Chevy Chase, MD 20815."
,Primmer (Woodland site),2023-03-27,39.54417,-82.44166,09:11 pm,09:14 pm,7.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Mountain Chorus Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"In the interior of the property, in the woodland, and near the wetland and streams. ","Start at the parking lot, walk down walnut trail and onto mouse trail. "
,Primmer (Woodland site),2023-03-27,39.54417,-82.44166,09:11 pm,09:14 pm,7.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"In the interior of the property, in the woodland, and near the wetland and streams. ","Start at the parking lot, walk down walnut trail and onto mouse trail. "
,Primmer (Woodland site),2023-03-27,39.54417,-82.44166,09:11 pm,09:14 pm,7.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Northern Leopard Frog,1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"In the interior of the property, in the woodland, and near the wetland and streams. ","Start at the parking lot, walk down walnut trail and onto mouse trail. "
,Primmer (Stream site),2023-03-27,39.54541,-82.44238,09:03 pm,09:06 pm,7.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"On the interior of the property, in the woodlands, and near the streams. ","Start at parking lot, walk down walnut trail, down mouse trail, and onto salamander trail. "
,Primmer (Stream site),2023-03-27,39.54541,-82.44238,09:03 pm,09:06 pm,7.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Mountain Chorus Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"On the interior of the property, in the woodlands, and near the streams. ","Start at parking lot, walk down walnut trail, down mouse trail, and onto salamander trail. "
,Primmer (Stream site),2023-03-27,39.54541,-82.44238,09:03 pm,09:06 pm,7.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"On the interior of the property, in the woodlands, and near the streams. ","Start at parking lot, walk down walnut trail, down mouse trail, and onto salamander trail. "
,Primmer (Wetland site),2023-03-27,39.54537,-82.4418,08:52 pm,08:55 pm,8.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,Between the woodlands and wetland. On the interior of the property. ,"Start at the parking lot, walk down walnut trail, to mouse trail, to frog trail. "
,Primmer (Wetland site),2023-03-27,39.54537,-82.4418,08:52 pm,08:55 pm,8.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Mountain Chorus Frog,1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,Between the woodlands and wetland. On the interior of the property. ,"Start at the parking lot, walk down walnut trail, to mouse trail, to frog trail. "
,Primmer (Wetland site),2023-03-27,39.54537,-82.4418,08:52 pm,08:55 pm,8.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,Between the woodlands and wetland. On the interior of the property. ,"Start at the parking lot, walk down walnut trail, to mouse trail, to frog trail. "
,Primmer (Dock site),2023-03-27,39.54572,-82.44201,08:45 pm,08:48 pm,8.89,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Northern Leopard Frog,1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,On a dock positioned on the wetland.,"Start at the parking lot, walk down walnut trail, onto mouse trail. onto frog trail and then out onto the dock. "
,Primmer (Dock site),2023-03-27,39.54572,-82.44201,08:45 pm,08:48 pm,8.89,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,On a dock positioned on the wetland.,"Start at the parking lot, walk down walnut trail, onto mouse trail. onto frog trail and then out onto the dock. "
,Primmer (Dock site),2023-03-27,39.54572,-82.44201,08:45 pm,08:48 pm,8.89,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Mountain Chorus Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,On a dock positioned on the wetland.,"Start at the parking lot, walk down walnut trail, onto mouse trail. onto frog trail and then out onto the dock. "
,Primmer (Dock site),2023-03-27,39.54572,-82.44201,08:45 pm,08:48 pm,8.89,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Western Chorus Frog,1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,On a dock positioned on the wetland.,"Start at the parking lot, walk down walnut trail, onto mouse trail. onto frog trail and then out onto the dock. "
,Primmer (Prairie site),2023-03-27,39.54709,-82.44278,08:32 pm,08:35 pm,7.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"Near the exterior of the property, between the wetland and river. Near the railroad tracks. Part of the prairie.","Start at parking lot, walk down walnut trail, walk down mouse trail, and pass the dock. "
,Primmer (Prairie site),2023-03-27,39.54709,-82.44278,08:32 pm,08:35 pm,7.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,American Toad (Subspecies - Eastern),1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"Near the exterior of the property, between the wetland and river. Near the railroad tracks. Part of the prairie.","Start at parking lot, walk down walnut trail, walk down mouse trail, and pass the dock. "
,Primmer (Prairie site),2023-03-27,39.54709,-82.44278,08:32 pm,08:35 pm,7.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Wood Frog,1 - Individuals can be counted; there is space between calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"Near the exterior of the property, between the wetland and river. Near the railroad tracks. Part of the prairie.","Start at parking lot, walk down walnut trail, walk down mouse trail, and pass the dock. "
,Primmer (Prairie site),2023-03-27,39.54709,-82.44278,08:32 pm,08:35 pm,7.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Mountain Chorus Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Logan,Hocking ,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"Near the exterior of the property, between the wetland and river. Near the railroad tracks. Part of the prairie.","Start at parking lot, walk down walnut trail, walk down mouse trail, and pass the dock. "
,Primmer (River Site),2023-03-27,39.54761,-82.44281,08:23 pm,08:26 pm,10,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Logan ,Hocking,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"On the exterior of the property, near the railroad tracks and the river. In a restored prairie. ","Start at parking lot, walk down walnut trail, and then onto mouse trail. "
,Primmer (River Site),2023-03-27,39.54761,-82.44281,08:23 pm,08:26 pm,10,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Western Chorus Frog,"3 - Full chorus, calls are constant, continuous and overlapping",,Logan ,Hocking,Ohio,Rural,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,"On the exterior of the property, near the railroad tracks and the river. In a restored prairie. ","Start at parking lot, walk down walnut trail, and then onto mouse trail. "
