Status,Station Name,Observation Date,Latitude,Longitude,Reporting Category,# Observed,Comments,Report ID
,Site 10936,2020-12-23,31.47,-84.376,Monarch Adult Sighted,1,"I have another photo of the identical Monarch on this NABA report:23 Dec 2020: https://sightings.naba.org/sightings/18805Thank you,Roy C.Albany, Georgiahttps://bugguide.net/user/view/43980https://www.inaturalist.org/people/3476","1,526,499,143"
,Site 10644,2020-12-23,31.226,-81.58,Monarch Adult Sighted,2,"I spotted one adult Monarch butterfly outside my neighbours house, and a minute later I saw a second adult Monarch on a bush beside my parents home.","1,526,499,093"
,Site 12264,2020-12-23,32.368,-110.988,Monarch Egg Sighted,1,"1 small egg on my milkweed, late afternoon.","1,526,499,106"
,Site 18219,2020-12-23,33.884,-78.952,Monarch (OTHER Observations),1,Chrysalis found on 11/14 has finally changed color and may emerge after all!,"1,526,499,090"
,Site 18219,2020-12-23,33.884,-78.952,Monarch Adult Sighted,1,Newly emerged adult found on my back porch and relocated to a nearby cedar tree. Wings were not fully expanded.,"1,526,499,089"
,Site 104475,2020-12-22,34.713,-76.968,Hummingbird Sighting,2,"Observed 2 females/juveniles at our feeders today.  Both visited in the morning, mid day and at dusk ","1,526,499,068"
,Site 1598,2020-12-22,26.586,-81.998,Monarch (OTHER Observations),2,Two pupae on sansevieria.,"1,526,499,067"
,Site 3046,2020-12-22,28.849,-97.069,Monarch Egg Sighted,7,Brought inside to hatch and keep safe from tachinids,"1,526,499,056"
,Site 94493,2020-12-22,27.311,-82.488,Hummingbird Sighting (Adult Male),1,On feeder daily ,"1,526,499,094"
,Site 94501,2020-12-22,27.312,-82.488,"Hummingbird, Nectaring from Flowers",1,Adult female on fire spike ,"1,526,499,096"
,Site 95884,2020-12-22,29.742,-90.81,"Hummingbird, Other Observations",9,"I still have 9 hummers ! 5 banded here 11-20-2020 and 4 more unbanded but confolmmirmed by ornithologist,  Erik Johnson. The Calliope is still here since Nov. 15 !","1,526,499,073"
,Site 1705,2020-12-22,26.93,-82.045,Monarch Larva Sighted,4,I brought them in due to cold weather approaching.  They would die.,"1,526,499,187"
,Site 1705,2020-12-22,26.93,-82.045,Monarch Egg Sighted,17,Cold front is coming.  Brought 9 in.,"1,526,499,186"
,Site 1705,2020-12-22,26.93,-82.045,Monarch Egg Sighted,17,Cold front is coming.  Brought 9 in.,"1,526,499,058"
,Site 1705,2020-12-22,26.93,-82.045,Monarch Egg Sighted,17,Cold front is coming.  Brought 9 in.,"1,526,499,057"
,Site 1705,2020-12-22,26.93,-82.045,Monarch Larva Sighted,4,I brought them in due to cold weather approaching.  They would die.,"1,526,499,055"
,Site 1481,2020-12-22,26.299,-80.104,"Monarch, Captive-Reared",10,I released them yesterday ,"1,526,499,079"
,Site 1479,2020-12-22,26.298,-80.086,Monarch Adult Sighted,3,"We have a few flying back and forth today in our back yard. I was able to get this picture of one that landed on our ficus hedge ... itÃ¯Â¿Â½s a zoomed in picture ... I got about 10 ft from it when he flew off ... we do see them frequently. Lighthouse Point, Florida","1,526,499,063"
,Site 1378,2020-12-22,26.144,-80.244,Monarch Adult Sighted,1,Saw this outside my house.,"1,526,499,061"
,Site 1303,2020-12-22,26.079,-97.473,Monarch Adult Sighted,6,several adult monarchs have been sighted daily for the last month.,"1,526,499,065"
,Site 1265,2020-12-22,26.008,-80.231,Monarch Egg Sighted,3,Monarch Eggs on the underside of multiple Giant Milkweed plants ,"1,526,499,044"
,Site 1264,2020-12-22,26.008,-80.23,Monarch Larva Sighted,9,Larva on multiple Giant Milkweed plants ,"1,526,499,043"
,Site 3972,2020-12-22,29.504,-95.093,Monarch Adult Sighted,2,Seeing 3 to 4 monarchs everyday. ,"1,526,499,069"
,Site 7354,2020-12-22,30.216,-95.623,Monarch Adult Sighted,1,Likely same individual as seen on 12/21/2020.  Weather warm & sunny.,"1,526,499,059"
,Site 10059,2020-12-22,30.809,-84.921,Monarch Adult Sighted,2,We saw 2 different adult monarchs on the butterfly weed in the yard in the afternoon,"1,526,499,087"
,Site 10059,2020-12-22,30.809,-84.921,Monarch Adult Sighted,2,We saw 2 different adult monarchs on the butterfly weed in the yard in the afternoon,"1,526,499,086"
,Site 12026,2020-12-22,32.269,-80.974,Monarch Adult Sighted,1,Female laying egg on native Asclepias perennis. ,"1,526,499,051"
,Site 12026,2020-12-22,32.269,-80.974,Monarch Adult Sighted,1,Female laying eggs on stems of native Asclepius perennis. ,"1,526,499,049"
,Site 11820,2020-12-22,32.179,-82.41,Monarch Adult Sighted,1,,"1,526,499,048"
,Site 10947,2020-12-22,31.496,-97.219,Monarch Larva Sighted,4,Monarch caterpillars on tropical milkweed. Made it through a freeze. ,"1,526,499,062"
,Site 12256,2020-12-22,32.367,-110.987,Monarch Adult Sighted,2,"two small adults, one female, not certain about the other one, flying around my milkweed and citrus tree, around 1-2 pm","1,526,499,107"
,Site 20579,2020-12-22,34.709,-76.626,Monarch Larva Sighted,18,One butterfly also seen,"1,526,499,050"
,Site 104475,2020-12-21,34.713,-76.968,Hummingbird Sighting,2,"Observed 2 females/juveniles at our feeders today. 2 trying to feed at the feeders, but fighting all the time, 2 mid day at different times and 2at dusk.","1,526,499,016"
,Site 2714,2020-12-21,28.453,-96.408,Monarch Adult Sighted,1,Flying around my native plant garden.,"1,526,499,078"
,Site 1243,2020-12-21,25.902,-80.334,Monarch Adult Sighted,1,Sorry no pics but an adult monarch came over to say hi to me at 2:25 EST this afternoon! Fluttered away before I could gender it. ,"1,526,499,022"
,Site 1243,2020-12-21,25.902,-80.334,Monarch Adult Sighted,1,Sorry no pics but an adult monarch came over to say hi to me at 2:25 EST this afternoon! Fluttered away before I could gender it. ,"1,526,498,992"
,Site 94379,2020-12-21,26.248,-97.734,Hummingbird Sighting,2,I'm still feeding the same two for some time now,"1,526,499,003"
,Site 94599,2020-12-21,27.801,-97.396,Hummingbird Sighting,1,It was enjoying the feeder making trips back and forth all day.,"1,526,499,232"
,Site 97316,2020-12-21,30.366,-88.556,Hummingbird Sighting,1,I actually have a group coming over here to band it!,"1,526,499,008"
,Site 102281,2020-12-21,33.636,-112.012,Hummingbird Sighting,3,"I moved to Phoenix 9 months ago from Westchester, N.Y. Used to seeing the Ruby Throated Hummingbirds come exactly on schedule, May 15th..and leave on schedule around September 15th for many years. Thought I would miss them here, but have had lovely hummers here every day since we arrived and set up the feeders. They  are bigger birds and sit for quite a while at the feeders and drink.Mostly green/tan backs and iridescent purpley red heads. Today I saw a totally bright green one at the feeder. Thinking they are mostly Anna's Hummingbirds but the one today was quite unusual and brilliant. Very happy they are all here and it seems like they will be here year-round ","1,526,499,009"
,Site 103255,2020-12-21,34.055,-84.565,Hummingbird Sighting,1,female at my feeder several times this morning,"1,526,499,037"
,Site 110944,2020-12-21,37.386,-122.081,Hummingbird Sighting (Adult Male),1,feeding at the Hummingbird feeder,"1,526,499,034"
,Site 143345,2020-12-21,44,-124.094,"Hummingbird, Other Observations",4,2 male annas2 female annas1 male western race rufous towhee1 male varied thrushMultiple warbler types at feeder to far to make out,"1,526,498,980"
,Site 151195,2020-12-21,46.945,-121.055,Hummingbird Sighting (Adult Male),1,"Our Fall Anna's left on the 5th of December probably back to the Yakima area. Last year ( our first year that we have had them ) they left about the last week of November. this is our first year that we have ever had hummers in December. I am thinking that the Anna hummingbirds are from our growing population of year round anna's in the Yakima area."" Post breeding dispersal"" in the erastern washington mountains.  A LONE POSSIBLE ANNA MALE VISITED OUR FEEDERS FROM DECEMBER 19TH - 21ST","1,526,499,116"
,Site 152848,2020-12-21,49.272,-124.279,Hummingbird Sighting,20,Winter solstice!20 Anna's hummingbirds in a feeding frenzy.,"1,526,499,031"
,Site 1365,2020-12-21,26.139,-81.796,Monarch Adult Sighted,1,Flying by in a field by my home.,"1,526,499,082"
,Site 1613,2020-12-21,26.628,-82.07,Monarch Adult Sighted,1,Male monarch observed flying and resting in sun.,"1,526,499,001"
,Site 3129,2020-12-21,28.933,-81.928,Monarch Larva Sighted,1,small larva on milkweed garden. Freeze coming so I'll dig up the plant and take indoors to raise it.,"1,526,499,039"
,Site 2113,2020-12-21,27.801,-97.396,Monarch Adult Sighted,1,This past week we have had one MOnarch adult and it was the first day of the week.  It flew around the backyard over and over and didn't seem to want to land on anything.,"1,526,499,231"
,Site 3912,2020-12-21,29.486,-98.409,Monarch Adult Sighted,1,nectaring,"1,526,499,014"
,Site 7819,2020-12-21,30.292,-87.582,"Monarch, Captive-Reared",13,I released 12 to 13 healthy Monarchs today after it warned above 60 degrees. Forecast says next four days above 60 daytime.  I Saw two flying around before I released mine.,"1,526,499,028"
,Site 7343,2020-12-21,30.215,-95.624,Monarch Adult Sighted,1,Warm & sunny,"1,526,498,988"
,Site 6904,2020-12-21,30.136,-84.094,Monarch Egg Sighted,6,"Eggs observed on aquatic milkweed, a Perennis, presumed at this time to be monarch eggs. Sight will be revisited weekly to confirm. Queen butterfly also observed in this area.","1,526,499,025"
,Site 6694,2020-12-21,30.075,-84.181,Monarch Adult Sighted,1,Female Flying and nectaring on a white petaled tickseed common in the Big Bend of Florida. Saint Marks NWR  Lighthouse Levee trail.,"1,526,499,023"
,Site 6794,2020-12-21,30.098,-95.574,Monarch Adult Sighted,1,Spotted at 730 am.,"1,526,498,960"
,Site 9662,2020-12-21,30.624,-84.413,Monarch (OTHER Observations),20,Asclepius perinnis  additional photo submission for coordinates from iPhone ,"1,526,499,868"
,Site 9662,2020-12-21,30.624,-84.413,Monarch (OTHER Observations),20,Asclepius perinnis ,"1,526,499,867"
,Site 11610,2020-12-21,32.056,-81.048,Monarch Adult Sighted,1,"In free flight over ixora plants. Current conditions; temp 61Â°, humidity 62%,clear, slight breeze.","1,526,498,968"
,Site 11592,2020-12-21,32.043,-81.086,Monarch Adult Sighted,1,My yard has been a haven for them all summer and fall and now in wintertime! Glad to know you are tracking this unusual migration phenomena.,"1,526,499,064"
,Site 13483,2020-12-21,32.744,-117.253,Monarch Adult Sighted,1,Feeding from various flowers none of which were milkweed.,"1,526,499,012"
,Site 13479,2020-12-21,32.743,-117.25,Monarch (OTHER Observations),2,"Two monarchs, interacting with eachother, possibly looking for a mate.","1,526,499,011"
,Site 15041,2020-12-21,33.02,-96.699,Monarch Larva Sighted,5,"Quite surprised to find 5 3-4 instar cats on what's left of my milkweed. We've had a few scattered light freezes, but not a really hard or extended one.","1,526,498,971"
,Site 18717,2020-12-21,34.008,-81.084,Monarch Larva Sighted,3,on  Asclepias curassavica,"1,526,499,517"
,Site 20578,2020-12-21,34.709,-76.625,Monarch Adult Sighted,2,Numerous caterpillars also seen,"1,526,499,000"
,Site 20578,2020-12-21,34.709,-76.625,Monarch Adult Sighted,2,Numerous caterpillars also seen,"1,526,498,982"
,Site 32580,2020-12-21,37.938,-122.343,"Monarch, Captive-Reared",1,Another one hatched this morning;  I released it in the garden.,"1,526,499,017"
,Site 5645,2020-12-21,29.907,-95.705,Monarch Larva Sighted,11,I found them near my pond. The temps were dropping to the low 30s the next few nights so I brought them in. There were 11 at various larva stages. All 11 are going strong and 2 have formed Chrysalis as of 12/30.,"1,526,499,253"
,Site 5419,2020-12-21,29.844,-95.678,Monarch Larva Sighted,2,2 near chrysalis stage and one new egg,"1,526,499,010"
,Site 5419,2020-12-21,29.844,-95.678,Monarch Adult Sighted,2,"There may have been another couple, had trouble keeping track since they were high up on my loquat tree.","1,526,499,006"
,Site 104475,2020-12-20,34.713,-76.968,Hummingbird Sighting,3,"Observed 3 distinctly different females/juveniles2 at the feeders several times in the morning and mid day, and at dusk.  Also observed1 buzzing at the window where there were no feeders","1,526,498,955"
,Site 4988,2020-12-20,29.744,-84.865,Monarch Adult Sighted,1,Still have milkweed,"1,526,499,168"
,Site 4333,2020-12-20,29.588,-95.579,Monarch Adult Sighted,5,"Mid 60s temps and sunny: there are 4-5 Monarchs flying in and out of the yard.  One male is behaving terriorially, chasing away others that come into the yard (to sun/rest and nectar on tithonia, marigolds and zinnias).  This male alternates between resting, nectaring, and patrolling among the plants and flower throughout the yard. Pictured is the male nectaring on A. curassavica.","1,526,498,947"
,Site 4333,2020-12-20,29.588,-95.579,Monarch Adult Sighted,2,Mid 60s temps and sunny: I saw two Monarchs mating (or attempting to).  I've included two shots of the same pair.,"1,526,498,946"
,Site 1527,2020-12-20,26.438,-81.798,Monarch Adult Sighted,1,Male Monarch flying around and landing on Blue Misty a nectar plant. He stayed there for awhile. He was in good condition. Not faded or torn. ,"1,526,498,958"
,Site 1598,2020-12-20,26.586,-81.998,Monarch Adult Sighted,1,Just flew past our yard.,"1,526,499,066"
,Site 1705,2020-12-20,26.93,-82.045,Monarch Adult Sighted,1,Along the road on clover.,"1,526,499,188"
,Site 1705,2020-12-20,26.93,-82.045,Monarch Adult Sighted,1,Along the road on clover.,"1,526,499,054"
,Site 94599,2020-12-20,27.801,-97.396,Hummingbird Sighting,1,"there was one here yesterday, but I don't see it today.  It was making trips back and forth to the feeder.","1,526,498,985"
,Site 2113,2020-12-20,27.801,-97.396,Monarch Adult Sighted,1,It was flying around the backyard and checking out the milkweed plants.  It was flying around them and stopping very briefly on some of the stems.  It seemed to be trying to see how much there was there.,"1,526,498,987"
,Site 97195,2020-12-20,30.312,-90.991,Hummingbird Sighting,1,Female Rufous hummingbird.,"1,526,498,954"
,Site 1849,2020-12-20,27.341,-82.535,"Monarch, Captive-Reared",7,Raising 7 caterpillars in a butterfly cage harvested from outdoor plants.,"1,526,498,940"
,Site 1849,2020-12-20,27.341,-82.535,Monarch Egg Sighted,19,I found 19 eggs on this one plant this morning.,"1,526,498,939"
,Site 1442,2020-12-20,26.236,-81.761,Monarch Adult Sighted,1,"Only one seen in AM; this afternoon I saw several unidentified butterflies ""patrolling"" the edge of the lake at this address. They were definitely NOT Monarchs: flight rapid and fluttery.","1,526,498,942"
,Site 3077,2020-12-20,28.88,-81.31,Monarch Larva Sighted,6,4 caterpillars and 2 chrysalis were spotted in our backyard in DeBary FL. We have 2 species of milkweed here and the monarchs seem to be around most of the year. ,"1,526,498,948"
,Site 2546,2020-12-20,28.182,-80.598,Monarch Adult Sighted,1,We spotted an adult sitting on a fence and then it flew away.  We didn't get a photo.,"1,526,498,963"
,Site 4830,2020-12-20,29.714,-84.999,Monarch Adult Sighted,1,alternately flying & feeding in my backyard,"1,526,498,965"
,Site 4569,2020-12-20,29.657,-95.162,Monarch Adult Sighted,1,In my backyard ,"1,526,499,120"
,Site 4569,2020-12-20,29.657,-95.162,Monarch Adult Sighted,1,In my backyard ,"1,526,498,966"
,Site 4569,2020-12-20,29.657,-95.162,Monarch Adult Sighted,1,In my backyard ,"1,526,498,957"
,Site 4569,2020-12-20,29.657,-95.162,Monarch Adult Sighted,1,In my backyard ,"1,526,498,943"
,Site 3635,2020-12-20,29.409,-98.491,Monarch Adult Sighted,2,"3:23 pm, sunny day. Nectaring on plants along with queens, gulf fritillaries, snoutnose, Large Orange Sulfur and other butterflies. ","1,526,498,949"
,Site 9539,2020-12-20,30.588,-81.46,Monarch Adult Sighted,1,Eclosed yesterday in an enclosure.  ,"1,526,498,933"
,Site 9593,2020-12-20,30.602,-87.849,Monarch (OTHER Observations),1,Monarch butterfly crysallis is on a fence bordering my yard today.,"1,526,498,944"
