Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Status,Station Name,Observation Date,Latitude,Longitude
07:50 pm,07:53 pm,12.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Peeper intensity increasing each time i go out. ,Killingworth,Middlesex,Connecticut,Rural,Freshwater Marsh,Formed by a Beaver Dam,Permanent,Precipitation or Runoff,,Rt 145 Westbrook to Weber's Woods Green trail to Yellow to marsh.,,Beaver Pond,2021-03-25,41.346797,-72.504444
09:48 pm,09:51 pm,17.7,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Java,Pittsylvania,Virginia,Rural,Pond,Human-made,Permanent,Groundwater,Private pond fed by natural spring ,,,Adams Farm Pond,2021-03-25,36.849537,-79.231467
09:00 pm,09:03 pm,12.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,North Kingston,Washington,Rhode Island,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,"Suburban community with many wooded areas of common land with small ponds, streams, and marsh areas.","""1. Start out going northwest on Elmwood Ave/US-1 N toward Roger Williams Ave.  0.2 mi   	
2. Make a U-turn at Roger Williams Ave onto Elmwood Ave/US-1 S.  • If you are on Elmwood Ave and reach Cadillac Dr you've gone a little too far.  0.4 mi   	
3. Merge onto RI-10 N via the ramp on the left.  •	If you reach Whitney St you've gone a little too far. 0.5 mi   	
4. Merge onto I-95 S via EXIT 2B toward Warwick.   	9.0 mi   	
5. Merge onto RI-4 S via EXIT 9 on the left toward North Kingstown.   	8.0 mi   	
6. Turn left onto Oak Hill Rd.   1.4 mi   	
7. Turn left onto Tower Hill Rd/US-1 N.   0.1 mi   	
8. Turn right onto Daniel Dr.  • If you reach Thelma Irene Dr you've gone about 0.1 miles too far. 0.5 mi   	
9. 251 DANIEL DR is on the right.  • Your destination is 0.1 miles past Pine Tree Cir  •Your destination is at the end of Daniel Dr""
",,251 Daniel Drive,2021-03-25,41.5524,-71.4593
08:41 pm,08:44 pm,12.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Warwick,Kent,Rhode Island,Suburban,Pond,Natural,Permanent,Stream or River,"Potowomut Pond Access Area is located in Warwick, Rhode Island.  The nearest city is East Greenwich Rhode Island. It is .3 miles down Potowomut Road just before the bridge and boarder of North Kingstown, RI.
","""Roger Williams Zoo, Providence, RI 02907, USA  15.9 mi - about 21 mins  	1.	Head southwest	  0.1 mi  	2.	Turn right onto F C Greene Memorial Blvd/Green Memorial Blvd	  0.2 mi  	3.	At the traffic circle, take the 1st exit onto Green Memorial Blvd	  0.2 mi  	4.	Turn right onto Linden Ave	  299 ft  	5.	Turn left onto Elmwood Ave	  0.3 mi  	6.	Turn left to merge onto RI-10 N toward I-95	  0.5 mi  	7.	Take the exit onto I-95 S toward Warwick	  9.0 mi  	8.	Keep left at the fork to continue on RI-4 S, follow signs for N Kingstown	  2.3 mi  	9.	Take exit 7A-7B for RI-402/Frenchtown Rd	  0.8 mi  	10.	Turn right onto RI-402 E/Frenchtown Rd	  1.2 mi  	11.	Turn right onto U.S. 1 S	  0.5 mi  	12.	Turn left onto Essex Rd	  0.4 mi  	13.	Turn left onto Potowomut Rd  Destination will be on the left  	  0.3 mi  	557 Potowomut Road, East Greenwich, RI 02818, USA""
",,Potowomut Pond Access Area,2021-03-25,41.6331,-71.4545
09:13 pm,09:16 pm,10.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","6 green frogs observed in and around the pond, but none was calling",Fairfield,Fairfield,Connecticut,Suburban,Pond,Artifically Altered,Permanent,Pond,Small (800 sq ft?) natural pond (though artificially altered) fed by one of many streams in the area flowing down Greenfield Hill into the Mill River,,,SpringDoon Pond - private property off Spring House Rd,2021-03-25,41.173903,-73.276876
08:29 pm,08:32 pm,14,,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",American Toads calling along miners trail but not in this location.,Cockeysville,Baltimore,Maryland,Park in suburban area,freshwater emergent wetland,Human-made,Permanent,Groundwater,Wetland created within the Oregon Ridge Park Wildlife Management Area circa 1980s,"Shawan Rd west off of I83, first left on Beaver Dam Rd, bare right to Oregon Ridge Nature Center.  From  parking log, walk trail past tenant house and demo garden.  The wetland will be ahead on the right.",,ORNC Freshwater Wetland,2021-03-25,39.4949,-76.6909
09:02 pm,09:05 am,17.22,0 - CALM: smoke rises vertically,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping","Three American toads observed, but none heard calling. Toads were calling one street over.",Charlottesville,Albemarle,Virginia,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Runoff pond in a community subdivision,30 ft Northeast of the cul-de-sac on BethPage Ct,,Dunlora Forest Pond,2021-03-25,38.058111,-78.45839
08:20 pm,08:23 pm,15,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Cockeysville,Baltimore,Maryland,Park in suburban area,Pond,Human-made,Permanent,Pond,19th Century quarry flooded with groundwater,"Shawan Rd west off of I83, first left on Beaver Dam Rd, bare right to Oregon Ridge Nature Center.  On the way to the parking area, the pond will be on the left.",,ORNC Freshwater Pond,2021-03-25,39.493223,-76.688053
08:23 pm,08:26 pm,12.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Warwick,Kent,Rhode Island,Suburban,Vernal Pool,Natural,Temporary Some Years,Precipitation or Runoff,Suburban residential area within 2 miles of a pond and woodlands.,"Roger Williams Park Zoo to 148 Weeden Dr, Warwick, RI 02818 Directions -MapQuest Page 1 of 2   YOUR TRIP TO:     148 Weeden Dr, Warwick, RI 02818   22 MIN 14.3 MI .   Trip time based on traffic conditions as of 2:40 PM on March 30, 2016. Current Traffic: Light   ..       1. Start out going northwest on Elmwood Ave/US-1 N toward Roger Williams Ave.   Then 0.15 miles   2. Make a U-turn at Roger Williams Ave onto Elmwood Ave/US-1 S.   .     If you are on Elmwood Ave and reach Cadillac Dr you've gone a little too far.   Then 0.43 miles   3. Merge onto RI-10 N via the ramp on the left.  .     If you reach Whitney St you've gone a little too far.   Then 0.46 miles   4. Merge onto I-95 S via EXIT 2B toward Warwick.  .     Then 9.03 miles   5. Merge onto RI-4 S via EXIT 9 on the left toward North Kingstown.  .     Then 0.47 miles   6. Take the RI-401 exit, EXIT 8, toward RI-2/I-95/East Greenwich.  .     Then 0.25 miles   7. Turn right onto RI-401/Division Rd.   .     Then 1.33 miles   8. Stay straight to go onto 1st Ave.   .     Then 0.87 miles   9. Turn right onto Main St/US-1 S.   .     Main St is just past 2nd St.   East Greenwich Shell is on the corner.   If you are on Rocky Hollow Rd and reach Upland Ave you've gone a little too far.     Then 0.48 miles   10. Turn left onto Old Forge Rd.   .     If you are on Post Rd and reach US-1 N you've gone a little too far.   Then 0.31 miles   11. Turn right onto Potowomut Rd.   .     If you reach Harbour Ter you've gone about 0.1 miles too far.   Then 0.29 miles   http://www.mapquest.com/directions/list/1/us/rhode-island/zoos-providence/roger-williams-park-zoo-3423...   0.15 total miles   0.58   total miles     1.04   total miles       10.07 total miles   10.53 total miles   10.79 total miles   12.12 total miles   12.99   total miles     13.47   total miles       13.78   total miles     14.07   total miles       3/30/2016     Roger Williams Park Zoo to 148 Weeden Dr, Warwick, RI 02818 Directions -MapQuest Page 2 of 2   12. Turn right onto Elizabeth Ave.  .     Elizabeth Ave is just past Landis Dr.   If you reach Ideal Ct you've gone about 0.2 miles too far.     Then 0.05 miles 14.12 total miles     13. Turn left onto Weeden Dr.  .     Then 0.12 miles 14.24 total miles     14. Take the 3rd right to stay on Weeden Dr.  .     Weeden Dr is just past Topaz Rd.   If you reach the end of Weeden Dr you've gone a little too far.     Then 0.03 miles 14.27 total miles       15. 148 WEEDEN DR is on the left.   If you reach Lucas Rd you've gone a little too far.     Use of directions and maps is subject to our Terms of Use. We don’t guarantee accuracy, route conditions or usability. You assume all risk of use.     3/30/2016           ",,"148 WEEDEN DRIVE
",2021-03-25,41.6407,-71.4573
08:12 pm,08:15 pm,16,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Saw an American Toad but none calling.,Cockeysville,Baltimore,Maryland,Park in suburban area,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,Wooded area of Oregon Ridge Park,"Shawan Rd west off of I83, first left on Beaver Dam Rd, bare right to Oregon Ridge Nature Center.  Off the Loggers Red Trail near the Lake.",,ORNC Vernal Pool,2021-03-25,39.493024,-76.685908
08:32 pm,08:35 pm,17.22,0 - CALM: smoke rises vertically,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Charlottesville,Albemarle,Virginia,Suburban,Ditch,Artifically Altered,Permanent,Precipitation or Runoff,Permanently flooded wooded ditch between Towne Lane and man-made pond,Behind 1069 Towne Lane at the bottom of the ravine,,Towne Lane South Ditch,2021-03-25,38.054541,-78.463008
08:34 pm,08:37 pm,12.22,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",calls seem to be coming from adjacent wetland,WARREN,Bristol,Rhode Island,Suburban,Pond,Human-made,Permanent,Stream or River,Small retention pond with surround freshwater,,,Oyster Point retention pond,2021-03-25,41.71503,-71.28436
08:16 pm,08:19 pm,12.22,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,There was a chorus of Spring Peepers faintly audible in the distance. Only one individual was close and heard clearly. ,Stratford,,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,,,,Veterans Park Dead End,2021-03-25,41.22412,-73.14686
08:09 pm,08:12 pm,13.89,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Elba,Orleans,New York,Rural,Near a Freshwater Forested/Shrub Wetland,Not Known,Not Known,Precipitation or Runoff,Listening from a residential property about 250 feet from a Freshwater Forested/Shrub Wetland mostly surrounded by farmland,"14766 Delano Steele Rd., southwest corner of the property",,Delano Steele Rd. Wetland,2021-03-25,43.1564,-78.1601
08:07 pm,08:10 pm,11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,,Franklin,Missouri,Rural,Vernal Pool,Human-made,Temporary Some Years,Lake,This wetland was created by Missouri Dept. of Conservation. It lies just below the Port Hudson Lake Dam and is an integral part of the overflow system for that lake. Water levels vary according to how  much overflow it recieves from the lake.,"From Gerald Mo. take Hiway 50 east for 1.2 miles. Turn left onto Old Hiway 50 for 2.7 miles. Turn left onto Hiway C for 3.5 miles. Turn left onto Bald Hill Rd. for 1.5 miles. Destination is the marshy area on the left, just inside the entrance to Port Hudson Lake Conservation Area.",,Port Hudson Lake Overflow Wetland,2021-03-25,38.474935,-91.270517
10:45 am,,0,0 - CALM: smoke rises vertically,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Oxford,New Haven,Connecticut,Suburban,Pond,Artifically Altered,Not Known,Not Known,,,,Naugatuck Forest Reservoir #1,2021-03-25,41.436968,-73.084821
07:31 pm,07:34 pm,17.22,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,North Smithfield,Providence,Rhode Island,Rural,Pond,Not Known,Temporary Some Years,Not Known,Small pond with water except in the driest summers,"
Get on I-95 N from Hawthorne Ave, Aldrich St, Eddy St and Thurbers Ave
7 min (1.6 mi)

Take RI-146 N to RI-146A N in North Smithfield. Take exit 10 from RI-146 N
14 min (13.4 mi)

Follow RI-146A N to Milton Ave",,Cemetery Pond,2021-03-25,42.001083,-71.5634
07:40 pm,07:45 pm,17.78,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Spring Peeper chorus heard immediately. Wood frog chorus heard approx. 30 seconds after acclimation. ,Waterbury,New Haven,Connecticut,Urban,Wet Meadow,Not Known,Permanent,Precipitation or Runoff,"Wet meadow on roadside down the street from Tracy's Pond in Waterbury, CT. On border of Middlebury and Waterbury. ",Off of I-84 West take exit 18 for W.Main St. Off the exit continue straight onto Park Road. Meadow is approx. 2 minutes ahead on Park Rd. on the right hand side of the street. ,,Park Road,2021-03-25,41.553005,-73.073965
08:15 pm,08:18 pm,15,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Calls heard off in the distance,Munroe Falls,Summit,Ohio,Suburban,,,,Precipitation or Runoff,Backyard. Sloped grassy area with some tree coverage and no permanent water source. Closest permanent water source is a pond but is not immediately at site. Other nearby areas include river and other wetland area.,Private location,,Poliwag Place,2021-03-25,41.15004,-81.44643
08:39 pm,08:42 pm,15,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Frogs were heard since around 5 pm and got louder after sunset. ,Trumbull,Fairfield,Connecticut,Suburban,Pond,Human-made,Permanent,Pond,Manmade pond built in 2013,It's in the backyard. ,,"Manmade pond at 77 Russ Road, Trumbull, CT",2021-03-25,41.23113,-73.244945
09:03 pm,09:06 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Depew,Erie,New York,Gravel Road,Pond,Human-made,Permanent,Not Known,,"77 Honorine Drive
Depew NY 14043",,West Pond (7),2021-03-25,42.8873,-78.7292
08:57 pm,09:00 pm,17.78,0 - CALM: smoke rises vertically,Light Rain or Drizzle,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Depew,Erie,New York,gravel road,Wet Meadow,Human-made,Temporary Some Years,Pond,,"77 Honorine Dr
Depew 14043",,Mallard Meadow (6),2021-03-25,42.8864,-78.7232
09:12 pm,09:15 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Depew,Erie,New York,,Freshwater Marsh,Human-made,Temporary Some Years,Not Known,,"77 Honorine Dr
Depew NY 14043",,Tussock Marsh (5),2021-03-25,42.8837,-78.7234
