Status,Station Name,Observation Date,Latitude,Longitude,Observation Time,Observation Notes,Relative Humidity,Barometric Pressure,Air Temperature,Wind Direction ,Visibility ,Water Temperature,Turbidity,Secchi Depth,Width,Depth,Stream Discharge,Surface Water Appearance,Stream Bank Eroision,Water Type,Salinity,Conductivity,Dissolved Oxygen,Nitrate,Ammonia,Phosphate,pH,Biological Oxygen Demand,Total Dissolved Solids,Fecal Coliform,Dissolved Carbon Dioxide,Tolerant Macroinvertebrates,Less Sensitive Macroinvertebrates,Sensitive Macroinvertebrates,Total Index Value,Caddisfly (Trichoptera-Other),Mayfly (Ephemeroptera),Stonefly (Plecoptera),Watersnipe Flies (Diptera-Athericidae),Riffle Beetles (Elmidae),Water Pennies (Psephenidae),Gilled Snails (Viviparidae),Dobsonfies (Corydalinae),Fishflies (Chauliodinae),Netspinning Caddisfly (Trichoptera-Hydropsychidae),Damselflies (Zygoptera),Dragonflies (Anisoptera),Alderflies (Sialidae),Crayfish (Astacoidea),Scuds (Amphipoda),Aquatic Sowbugs (Isopoda),Clams (Sphaeriidae),Mussels (Palaeoheterodonta),Aquatic Worms (Oligochaeta),Black Flies (Diptera-Simuliidae),Midge Flies,Leeches (Hirundinea),Lunged Snails (Pulmonata),Other Macroinvertebrate,silt (mud),"sand (1/16"" - 1/4"" grains)","gravel (1/4"" - 2"" stones)","cobbles (2"" - 10"" stones)","boulders (> 10"" stones)",trees,shrubs,grass,bare soil,rocks,other
,R1,2010-05-12,38.884,-76.529,,,,,,,,16.04,,1,,,,,,,9.01,15.38,7.99,,,,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deep Bottom Landing,2010-05-12,37.407094,-77.305639,,,84,"1,018.28",28.33,,,21.67,,,,,,,,,0,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-05-10,38.866854,-76.113227,,,,,11,,,16,,46,,,,,,,8,,4,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sarah's Creek,2010-05-10,37.257147,-76.475015,,,54,"1,017.27",15.56,,,21.11,,45.72,,,,,,,21,,6,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-05-06,38.866854,-76.113227,,,,,24,,,24,,86,,,,,,,10,,7,1,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 9,2010-05-05,38.570483,-76.036317,,,,,,,,20.3,,90,,,,,,,6.4,,9.2,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 10,2010-05-05,38.595767,-75.982283,,,,,,,,21.1,,60,,,,,,,5.2,,11,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 11,2010-05-05,38.630367,-75.97865,,,,,,,,21.7,,70,,,,,,,4.8,,11.6,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 13,2010-05-05,38.675683,-75.954683,,,,,,,,22.1,,40,,,,,,,2.9,,10.7,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 14,2010-05-05,38.696283,-75.982233,,,,,,,,22.2,,50,,,,,,,2.1,,8.2,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 15,2010-05-05,38.723417,-76.742,,,,,,,,23.4,,50,,,,,,,1.8,,11.9,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 16,2010-05-05,38.734767,-76.092,,,,,,,,22.6,,50,,,,,,,1.3,,11,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 17,2010-05-05,38.774083,-75.96775,,,,,,,,23.2,,50,,,,,,,0.8,,8.1,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 12,2010-05-05,38.649583,-75.95595,,,,,,,,21.9,,50,,,,,,,4.3,,12.8,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-04-30,38.866854,-76.113227,,,,,18,,,16,,86,,,,,,,7,,6,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-04-29,38.866854,-76.113227,,,,,14,,,13,,91,,,,,,,8,,6,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Jackson River, Rowan Run",2010-04-29,38.014644,-79.871831,,,,,22.22,,,17.22,,,,,,,,,0,,8,0,0.25,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rowan Run,2010-04-28,38.014644,-79.871831,,,,,13.89,,,13.89,,,,,,,,,0,,11,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Jackson River, Rowan Run",2010-04-27,38.014644,-79.871831,,,,,13.89,,,13.89,,,,,,,,,0,,12,0.1,0.1,0.3,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-04-20,38.866854,-76.113227,,,,,16,,,17,,60,,,,,,,9,,6.5,1,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-04-20,38.866854,-76.113227,,,,,13,,,16,,61,,,,,,,7,,6,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 13,2010-04-20,38.675683,-75.954683,,,,,,,,16.9,,50,,,,,,,2.7,,8.6,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 14,2010-04-20,38.696283,-75.982233,,,,,,,,16.9,,30,,,,,,,2.1,,8.4,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 15,2010-04-20,38.723417,-76.742,,,,,,,,17.3,,30,,,,,,,1.7,,8.4,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 16,2010-04-20,38.734767,-76.092,,,,,,,,18,,50,,,,,,,1.4,,8,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 17,2010-04-20,38.774083,-75.96775,,,,,,,,18,,50,,,,,,,0.3,,7.4,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CR 12,2010-04-20,38.649583,-75.95595,,,,,,,,17.4,,50,,,,,,,3.6,,9.6,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goat Island,2010-04-16,38.185097,-77.239811,,,54,"1,017.94",28.33,,,19.44,,23,,,,,,,3,,7,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Mary's High School,2010-04-15,38.973828,-76.487696,,,,,22,,,15,,117,,,,,,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Mary's High School,2010-04-15,38.973828,-76.487696,,,,,22,,,15,,117,,,,,,,8,,5,,,,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 mile creek,2010-04-10,37.407094,-77.305639,,,56,"1,019.01",16.67,,,16.67,,60.96,,,,,,,2,,8,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OPCES,2010-04-09,39.437371,-76.274375,,,,,,,,22,30,46.5,,,,,,,0.12,,6.76,2.3,,0.39,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-04-07,38.866854,-76.113227,,,,,26,,,17.7,,76,,,,,,,6,,4,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-03-31,38.866854,-76.113227,,,,,11,,,10,,51,,,,,,,10,,8,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-03-30,38.866854,-76.113227,,,,,6,,,10,,41,,,,,,,15,,7,2,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2010-03-26,39.07129,-76.5865,,,,,,,,12.1,,150,,,,,,,6.9,,11,0,,0,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2010-03-26,39.07129,-76.5865,,,,,,,,13,,80,,,,,,,6.4,,10.37,0,,0,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2010-03-26,39.07129,-76.5865,,,,,,,,11.8,,150,,,,,,,7.2,,10.2,0,,0,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2010-03-26,39.07129,-76.5865,,,,,,,,8.3,,150,,,,,,,10.1,,8.1,0,,0,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2010-03-26,39.07129,-76.5865,,,,,,,,12.2,,20,,,,,,,6.8,,10.04,0,,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2010-03-26,39.07129,-76.5865,,,,,,,,12.3,,20,,,,,,,6.8,,9.87,0,,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-03-24,38.866854,-76.113227,,,,,13,,,8.9,,79,,,,,,,10,,6,1,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-03-20,38.866854,-76.113227,,,,,,,,9,,71,,,,,,,5,,6,0.5,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R1,2010-03-19,38.884,-76.529,,,,,,,,18.56,,1.1,,,,,,,8.76,15,7.81,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R1,2010-03-19,38.884,-76.529,,,,,,,,18.56,,1.1,,,,,,,8.76,15,7.81,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R1,2010-03-19,38.884,-76.529,,,,,,,,18.56,,1.1,,,,,,,8.76,15,7.81,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-03-10,38.866854,-76.113227,,,,,18,,,11,,91,,,,,,,6,,8,1,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-03-05,38.866854,-76.113227,,,,,,,,7,,46,,,,,,,10,,4.5,0,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-03-01,38.866854,-76.113227,,,,,5,,,6,,51,,,,,,,4,,7,0.5,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-01-21,38.866854,-76.113227,,,,,9,,,4,,107,,,,,,,2,,3,0,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pickering Creek Audubon Center,2010-01-07,38.866854,-76.113227,,,,,5,,,0,,152,,,,,,,5,,4,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2009-12-03,39.07129,-76.5865,,,,,14,,,10.4,,143,,,,,,,9.1,,12.6,0,,0.2,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2009-12-02,39.07129,-76.5865,,,,,14,,,12,,143,,,,,,,10.2,,9.2,0,,0.2,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rivanna River Reservoir,2009-11-20,38.093331,-78.493081,,,,,12.78,,,11.11,,15.24,,,,,,,0,,7,0.2,1,0.1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Belmont Bay, Potomac River",2009-11-18,38.643478,-77.199881,,,57,"1,024.09",13.89,,,14.44,,182.88,,,,,,,5,,7,0,,0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East of Garrett Island,2009-11-09,39.560495,-76.081942,,,,,,,,11.5,,91.44,,,,,,,0.1,,11,2.4,,0.34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at entrance to Round Bay  5m depth,2009-11-04,39.068228,-76.57539,,,,,12,,,15.7,,180,,,,,,,12.3,,9.7,0,,0.2,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at entrance to Round Bay  7m depth,2009-11-04,39.068228,-76.57539,,,,,12,,,15.7,,180,,,,,,,12.9,,8.5,0,,0.2,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at entrance to Round Bay  3m depth,2009-11-04,39.06822,-76.57539,,,,,12,,,14.4,,180,,,,,,,11.2,,16.5,0,,0.2,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Headwaters of Severn River 1 meter depth,2009-11-04,39.07906,-76.61309,,,,,12,,,17.1,,90,,,,,,,10.8,,6.2,0,,0.2,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Broad Bay-Lynnhaven River,2009-11-04,36.900022,-76.033483,,,,,,,,16.67,,,,,,,,,25,,6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chesapeake Bay; exterior of Lynnhaven,2009-11-03,36.900139,-76.083467,,,69,"1,023.5",14.44,,,15,,100.5,,,,,,,25,,9,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Headwaters of Severn River 2 meter depth,2009-11-03,39.07906,-76.61309,,,,,12,,,17.1,,90,,,,,,,11.5,,5.14,0,,0.2,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mouth of Susquehanna,2009-10-29,39.545732,-76.076449,,,66,,16.8,,,14.8,28,50.8,,,,,,,0.1,212,10.33,1.1,,0.43,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East of Garrett Island,2009-10-27,39.560495,-76.081942,,,,,,,,10.2,,18,,,,,,,0.1,,10.2,0.3,,1.05,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2009-10-21,39.07129,-76.5865,,,,,26,,,16.9,,55,,,,,,,13.2,,3,0,,0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Otter Point,2009-10-20,38.778062,-76.703528,,,,,,,,21.4,,0.25,,,,,,,1.3,,8.1,0,0.12,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Otter Point,2009-10-20,38.778062,-76.703528,,,,,12,,,18.1,,40,,,,,,,0.9,,1.78,0,0.03,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Otter Point,2009-10-06,38.778062,-76.703528,,,,,,,,19.4,,46,,,,,,,0.7,133.3,4.83,1.22,,1.63,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Two-run Creek at footbridge,2009-10-05,38.782354,-76.70061,,,,,18.5,,,17.6,,120,,,,,,,0,,7.18,0.1,0.02,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Severn River at Arlington Echo Outdoor Educ. Center,2009-09-30,39.07129,-76.5865,,,,,21,,,21.3,,53,,,,,,,10.2,,3.1,0,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Fork Shenandoah,2009-09-25,38.714672,-78.468758,,,,,22.22,,,24.44,,,,,,,,,0,,7,0.3,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"South Fork, Shenandoah",2009-09-17,38.714672,-78.468758,,,,,20,,,20,,25.4,,,,,,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canton Turning Basin,2009-08-03,39.271795,-76.576361,,,,,,,,29.44,,152.4,,,,,,,8,,5,1.2,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anacostia river,2009-08-03,38.028589,-77,,,93,0,30,,,26,3.5,0,,,,,,,0,0,9,2.5,0,0.22,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blue Plains Waste Treatment Facility,2009-08-03,38.813507,-77.027648,,,,,,,,27.39,3.5,107,,,,,,,0,,9,2.5,,0.22,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Potomac River ,2009-08-03,38.822365,-77.034386,,,,,,,,27.22,1.5,,,,,,,,0,,7,1.4,,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Potomas,2009-08-03,38.838,-77.03,,,,,,,,0,3.5,,,,,,,,0,,7,1.4,,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,blue plains,2009-08-02,38.809,-77.028,,,,,,,,26,,106.68,,,,,,,0,,9,2.5,,0.22,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blue Plains Sewage Treatment Plant,2009-08-02,38.809,-77.028,,,,,,,,27.39,,106.68,,,,,,,0,,9,2.5,,0.22,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canton Turning Basin,2009-08-01,39.271795,-76.576361,,,,,,,,32.22,,70,,,,,,,10,,10,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wootons Landing,2009-07-21,38.855804,-76.691056,,,,,27,,,21,,70,,,,,,,0.09,,7.3,3.2,,,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dundee creek,2009-07-09,39.346068,-76.36175,,,,,,,,30.8,,,,,,,,,0.21,,16.75,,,,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deer Creek,2009-07-08,39.678147,-76.475648,,,,,,,,21.2,,,,,,,,,0.04,,11.2,2,,0.42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OPC-1,2009-06-24,39.446126,-76.272572,,,53,,26.67,,,28,,49,,,,,,,0.05,,9.18,0,,0.88,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Port Isobel, Virginia",2009-05-12,37.828088,-75.975791,,,,,,,,21.11,,,,,,,,,19,,7,0.1,,0.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Western Branch Elizabeth River,2009-03-22,36.860833,-76.349722,,,,,,,,11.5,,,,,,,,,17,,10.03,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Estuary canoe launch ,2009-03-07,39.44958,-76.26975,,,40,,,,,5.8,124,,,,,,,,8.5,,11.8,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2009-02-21,36.995153,-76.582752,,,,,,,,6,,0,,,,,,,13.6,,9.8,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2009-02-15,37.179599,-76.4425,,,,,,,,9,,1.7,,,,,,,20.3,,10,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WARE RIVER,2009-02-14,37.24203,-76.293903,,,,,,,,8,,1.4,,,,,,,0,,9.2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2009-02-10,36.995153,-76.582752,,,,,,,,7,,0,,,,,,,14.1,,12.3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2009-02-09,36.969102,-76.560096,,,,,,,,9,,0.4,,,,,,,11.9,,14.6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2009-02-09,36.9523,-76.517899,,,,,,,,4.5,,0,,,,,,,8,,12.2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2009-02-08,37.179599,-76.4425,,,,,,,,7,,0,,,,,,,20.1,,10.2,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALLARD BAY,2009-02-08,37.871107,-76.431108,,,,,,,,9.5,,0.8,,,,,,,0.3,,10.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIVER BLUFFS,2009-02-07,38.347301,-77.582199,,,,,,,,0.5,,0,,,,,,,0,,13,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LITTLE TOTUSKEY CREEK, RT 620 BRIDGE",2009-02-02,37.9258,-76.7204,,,,,,,,5.5,,0,,,,,,,0,,11.6,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, MOORE'S MILL BRIDGE",2009-02-02,37.912799,-76.657699,,,,,,,,5.5,,0,,,,,,,0,,11.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING AT WOODMONT",2009-02-02,37.926702,-76.702205,,,,,,,,5.5,,0,,,,,,,0,,11.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING",2009-02-02,37.923498,-76.721001,,,,,,,,4.5,,0,,,,,,,0,,11.2,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, AT THE BUSHES",2009-02-02,37.885898,-76.736602,,,,,,,,4.5,,0,,,,,,,6.5,,11,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2009-02-01,38.289798,-77.481598,,,,,,,,4,,0,,,,,,,0,,12.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2009-02-01,38.291099,-77.404703,,,,,,,,7.5,,0,,,,,,,0,,11,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CYPRESS CREEK SOUTH, ISLE OF WIGHT",2009-02-01,36.9693,-76.612101,,,,,,,,7.5,,0,,,,,,,5.3,,12.2,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2009-01-27,36.995153,-76.582752,,,,,,,,2,,0,,,,,,,12.6,,11.7,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2009-01-25,37.179599,-76.4425,,,,,,,,3.5,,0,,,,,,,17.9,,0,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALLARD BAY,2009-01-25,37.871107,-76.431108,,,,,,,,0.5,,1,,,,,,,10,,11.3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2009-01-25,38.289798,-77.481598,,,,,,,,0.5,,0,,,,,,,0,,11.2,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DRAGON RUN,2009-01-24,37.560501,-76.571898,,,,,,,,3.5,,0.7,,,,,,,2.3,,10.3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2009-01-23,36.969102,-76.560096,,,,,,,,2,,0.8,,,,,,,8.8,,12.2,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2009-01-23,38.291099,-77.404703,,,,,,,,6.5,,0,,,,,,,0,,12.2,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2009-01-21,36.995153,-76.582752,,,,,,,,1,,0,,,,,,,11.2,,11.5,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2009-01-18,37.179599,-76.4425,,,,,,,,2.5,,1.2,,,,,,,0,,12.8,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CYPRESS CREEK SOUTH, ISLE OF WIGHT",2009-01-18,36.9693,-76.612101,,,,,,,,3,,0,,,,,,,4.3,,12.2,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WARE RIVER,2009-01-15,37.24203,-76.293903,,,,,,,,6,,1.4,,,,,,,20,,10,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a6e42da-4a51-490c-8b56-23424c3454dc,2009-01-15,38.1358,-76.49792,,,,,1.32,,,3.62,,52,,,,,,,14.7,,13.18,,,,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MUSE DOCK AT POPES CREEK LANDING,2009-01-15,38.1913,-76.913497,,,,,,,,6,,1.4,,,,,,,20,,9.4,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
